repository_normalized,url,source_count,source_catalogues,status
ariel-frischer/jevkit,https://github.com/ariel-frischer/jevkit,15,"[""Anil-matcha/awesome-jev-by-typesafe"", ""AppitStudio/awesome-jev"", ""Gerry9000/awesome-jev"", ""Omrigotlieb/awesome-jev"", ""RadRebelSam/awesome-jev"", ""fatwang2/awesome-jev"", ""ham-zax/awesome-jev"", ""hellogumbo/awesome-jev"", ""mabodx/awesome-jev"", ""notsointresting/awesome-jev-family"", ""oxwen11/awesome-jev"", ""rhc98/awesome-jev"", ""stainlu/awesome-jev"", ""v-modal/awesome-jev-tools"", ""yibie/awesome-jev""]",unverified_outgoing_link_candidate
arielbubis/jevflix,https://github.com/arielbubis/jevflix,2,"[""AppitStudio/awesome-jev"", ""daftAI2026/awesome-jev""]",unverified_outgoing_link_candidate
arielweinberger/jev-autopilot,https://github.com/arielweinberger/jev-autopilot,10,"[""JohnDotOwl/awesome-jev"", ""KennethAshley/awesome-jev"", ""Omrigotlieb/awesome-jev"", ""RadRebelSam/awesome-jev"", ""dog-last/awesome-jev"", ""hellogumbo/awesome-jev"", ""heyjunpenn/awesome-jev"", ""jtnkminimal/awesome-jev"", ""mabodx/awesome-jev"", ""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
arieprasetyo-ecomindo/scorer_cli,https://github.com/arieprasetyo-ecomindo/scorer_cli,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
arize-ai/openinference,https://github.com/arize-ai/openinference,4,"[""Li-Evan/awesome-jev"", ""ckaraca/awesome-jev"", ""jqueryscript/awesome-jev"", ""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
arize-ai/phoenix,https://github.com/arize-ai/phoenix,3,"[""Li-Evan/awesome-jev"", ""ckaraca/awesome-jev"", ""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
arkadyburyakov/jev-preview,https://github.com/arkadyburyakov/jev-preview,4,"[""jqueryscript/awesome-jev"", ""mabodx/awesome-jev"", ""rhc98/awesome-jev"", ""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
arkane-o7/sentinel,https://github.com/arkane-o7/sentinel,1,"[""daftAI2026/awesome-jev""]",unverified_outgoing_link_candidate
armanjr/jev-persian-benchmark,https://github.com/armanjr/jev-persian-benchmark,1,"[""Yifan-Lan/awesome-jev-robustness""]",unverified_outgoing_link_candidate
armsteadj1/vibe-smart-router,https://github.com/armsteadj1/vibe-smart-router,2,"[""JohnDotOwl/awesome-jev"", ""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
armur-ai/pentest-swarm-ai,https://github.com/armur-ai/pentest-swarm-ai,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
arnab621/typesafe-jev-plugin,https://github.com/arnab621/typesafe-jev-plugin,1,"[""wh000wh000/awesome-jev-live""]",unverified_outgoing_link_candidate
arnabgho/rlcd-lite,https://github.com/arnabgho/rlcd-lite,3,"[""dog-last/awesome-jev"", ""thevibeworks/awesome-typesafe-jev"", ""wh000wh000/awesome-jev-live""]",unverified_outgoing_link_candidate
arohtea/jev-readout,https://github.com/arohtea/jev-readout,1,"[""mabodx/awesome-jev""]",unverified_outgoing_link_candidate
arpit-khandelwal/jev-linkedin-slop-filter,https://github.com/arpit-khandelwal/jev-linkedin-slop-filter,5,"[""AbdelStark/awesome-typesafe-jev"", ""Anil-matcha/awesome-jev-by-typesafe"", ""AppitStudio/awesome-jev"", ""logicrw/awesome-jev-projects"", ""wh000wh000/awesome-jev-live""]",unverified_outgoing_link_candidate
arslanr-com/perfectrecall,https://github.com/arslanr-com/perfectrecall,1,"[""AppitStudio/awesome-jev""]",unverified_outgoing_link_candidate
artid1994/jev_concept-hermes-agent-router,https://github.com/artid1994/jev_concept-hermes-agent-router,1,"[""wh000wh000/awesome-jev-live""]",unverified_outgoing_link_candidate
arturskowronski/knes,https://github.com/arturskowronski/knes,2,"[""ham-zax/awesome-jev"", ""yibie/awesome-jev""]",unverified_outgoing_link_candidate
arunav25/jev-mcp,https://github.com/arunav25/jev-mcp,10,"[""KennethAshley/awesome-jev"", ""Omrigotlieb/awesome-jev"", ""RadRebelSam/awesome-jev"", ""daftAI2026/awesome-jev"", ""hellogumbo/awesome-jev"", ""heyjunpenn/awesome-jev"", ""mabodx/awesome-jev"", ""stainlu/awesome-jev"", ""thevibeworks/awesome-typesafe-jev"", ""walidboulanouar/awesome-jev-use-cases""]",unverified_outgoing_link_candidate
aruniyer/jevcoder,https://github.com/aruniyer/jevcoder,1,"[""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
aryamangoenka/traceassert,https://github.com/aryamangoenka/traceassert,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
aryaminus/cua,https://github.com/aryaminus/cua,1,"[""fatwang2/awesome-jev""]",unverified_outgoing_link_candidate
aryan2624/aryan2624,https://github.com/aryan2624/aryan2624,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
aryanchauhanoffical/no-hallucination,https://github.com/aryanchauhanoffical/no-hallucination,2,"[""RadRebelSam/awesome-jev"", ""daftAI2026/awesome-jev""]",unverified_outgoing_link_candidate
ascurse/typed-judge-kit,https://github.com/ascurse/typed-judge-kit,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
aseemprasad/jevguard,https://github.com/aseemprasad/jevguard,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
aserjam100/filing-radar,https://github.com/aserjam100/filing-radar,1,"[""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
aserjam100/jev-firewall,https://github.com/aserjam100/jev-firewall,1,"[""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
asfarsadewa/human-compiler,https://github.com/asfarsadewa/human-compiler,15,"[""AiPersonacademy/Awesome-jev-use"", ""AnotiaWang/awesome-jev"", ""Omrigotlieb/awesome-jev"", ""SeeAPI/awesome-jev-use-cases"", ""Vishnurr2k01/awesome-jev"", ""daftAI2026/awesome-jev"", ""fatwang2/awesome-jev"", ""hellogumbo/awesome-jev"", ""heyjunpenn/awesome-jev"", ""kraayenjon/awesome-jev"", ""mabodx/awesome-jev"", ""oxwen11/awesome-jev"", ""thevibeworks/awesome-typesafe-jev"", ""valentynkit/awesome-jev-typesafe"", ""yzfly/awesome-jev-zh""]",unverified_outgoing_link_candidate
asfarsadewa/werewolf,https://github.com/asfarsadewa/werewolf,2,"[""stainlu/awesome-jev"", ""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
ash-project/ash_ai,https://github.com/ash-project/ash_ai,1,"[""ckaraca/awesome-jev""]",unverified_outgoing_link_candidate
ashaazami/river-run-typesafe,https://github.com/ashaazami/river-run-typesafe,8,"[""JohnDotOwl/awesome-jev"", ""Omrigotlieb/awesome-jev"", ""daftAI2026/awesome-jev"", ""hellogumbo/awesome-jev"", ""heyjunpenn/awesome-jev"", ""mabodx/awesome-jev"", ""stainlu/awesome-jev"", ""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
ashadeepa/typesafe-jev-model-use-cases,https://github.com/ashadeepa/typesafe-jev-model-use-cases,3,"[""RadRebelSam/awesome-jev"", ""mabodx/awesome-jev"", ""wh000wh000/awesome-jev-live""]",unverified_outgoing_link_candidate
ashadeepa/typesafe-showcase,https://github.com/ashadeepa/typesafe-showcase,6,"[""RadRebelSam/awesome-jev"", ""daftAI2026/awesome-jev"", ""hellogumbo/awesome-jev"", ""mabodx/awesome-jev"", ""stainlu/awesome-jev"", ""wh000wh000/awesome-jev-live""]",unverified_outgoing_link_candidate
ashafizullah/jev-linkedin,https://github.com/ashafizullah/jev-linkedin,1,"[""mabodx/awesome-jev""]",unverified_outgoing_link_candidate
ashfaqbs/jev-mcp-spring,https://github.com/ashfaqbs/jev-mcp-spring,4,"[""RadRebelSam/awesome-jev"", ""jqueryscript/awesome-jev"", ""logicrw/awesome-jev-projects"", ""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
ashishakkumar/jev-checkpoint,https://github.com/ashishakkumar/jev-checkpoint,2,"[""AppitStudio/awesome-jev"", ""heyjunpenn/awesome-jev""]",unverified_outgoing_link_candidate
ashutoshvjti/progressgate,https://github.com/ashutoshvjti/progressgate,9,"[""AiPersonacademy/Awesome-jev-use"", ""AnotiaWang/awesome-jev"", ""Vishnurr2k01/awesome-jev"", ""fatwang2/awesome-jev"", ""heyjunpenn/awesome-jev"", ""jtnkminimal/awesome-jev"", ""kraayenjon/awesome-jev"", ""mabodx/awesome-jev"", ""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
ask-rb/ask-decisions,https://github.com/ask-rb/ask-decisions,1,"[""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
asktheway/dsh-jev-interceptor,https://github.com/asktheway/dsh-jev-interceptor,1,"[""wh000wh000/awesome-jev-live""]",unverified_outgoing_link_candidate
asmirrr/driftlab,https://github.com/asmirrr/driftlab,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
asp616848/better-jev-for-all,https://github.com/asp616848/better-jev-for-all,1,"[""wh000wh000/awesome-jev-live""]",unverified_outgoing_link_candidate
astaxie/tokenhub,https://github.com/astaxie/tokenhub,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
asthetech/mewcp-jev,https://github.com/asthetech/mewcp-jev,1,"[""mabodx/awesome-jev""]",unverified_outgoing_link_candidate
astonycat/jev-tab-grouper,https://github.com/astonycat/jev-tab-grouper,2,"[""ham-zax/awesome-jev"", ""yibie/awesome-jev""]",unverified_outgoing_link_candidate
astrbotdevs/astrbot_plugin_reply_gate,https://github.com/astrbotdevs/astrbot_plugin_reply_gate,1,"[""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
astro-han/decision-head-rlcd,https://github.com/astro-han/decision-head-rlcd,2,"[""RadRebelSam/awesome-jev"", ""wh000wh000/awesome-jev-live""]",unverified_outgoing_link_candidate
astro-han/jev-harness,https://github.com/astro-han/jev-harness,2,"[""RadRebelSam/awesome-jev"", ""mabodx/awesome-jev""]",unverified_outgoing_link_candidate
asv-labs/ask-jev-series,https://github.com/asv-labs/ask-jev-series,1,"[""daftAI2026/awesome-jev""]",unverified_outgoing_link_candidate
asymptote-labs/agent-beacon,https://github.com/asymptote-labs/agent-beacon,5,"[""AbdelStark/awesome-typesafe-jev"", ""BeatAPI/awesome-jev"", ""Omrigotlieb/awesome-jev"", ""ckaraca/awesome-jev"", ""supermanc417-alt/awesome-jev-hub""]",unverified_outgoing_link_candidate
asymptotelabs/beacon,https://github.com/asymptotelabs/beacon,1,"[""AiPersonacademy/Awesome-jev-use""]",unverified_outgoing_link_candidate
atanasster/electionsbg,https://github.com/atanasster/electionsbg,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
atarikcaliskan/jevball,https://github.com/atarikcaliskan/jevball,6,"[""Frank-ZY-Dou/awesome-jev"", ""Omrigotlieb/awesome-jev"", ""RadRebelSam/awesome-jev"", ""dog-last/awesome-jev"", ""hellogumbo/awesome-jev"", ""mabodx/awesome-jev""]",unverified_outgoing_link_candidate
atelierarith/jevclient.jl,https://github.com/atelierarith/jevclient.jl,1,"[""AppitStudio/awesome-jev""]",unverified_outgoing_link_candidate
atharvamhaske/typesafe-sdk-go,https://github.com/atharvamhaske/typesafe-sdk-go,8,"[""KennethAshley/awesome-jev"", ""Li-Evan/awesome-jev"", ""Omrigotlieb/awesome-jev"", ""RadRebelSam/awesome-jev"", ""daftAI2026/awesome-jev"", ""hellogumbo/awesome-jev"", ""mabodx/awesome-jev"", ""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
atheory-ai/typesafe-sdk-go,https://github.com/atheory-ai/typesafe-sdk-go,1,"[""daftAI2026/awesome-jev""]",unverified_outgoing_link_candidate
athira-vikraman/jev-system-one-model,https://github.com/athira-vikraman/jev-system-one-model,1,"[""wh000wh000/awesome-jev-live""]",unverified_outgoing_link_candidate
atikpui007/jev-sift,https://github.com/atikpui007/jev-sift,1,"[""mabodx/awesome-jev""]",unverified_outgoing_link_candidate
audreyt/paseo-spacedock,https://github.com/audreyt/paseo-spacedock,1,"[""daftAI2026/awesome-jev""]",unverified_outgoing_link_candidate
auggie246/dsh-jev,https://github.com/auggie246/dsh-jev,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
august1314/bb-browser-skill,https://github.com/august1314/bb-browser-skill,1,"[""99hansling/awesome-jev""]",unverified_outgoing_link_candidate
austin-resi/grok-bot-go-fast,https://github.com/austin-resi/grok-bot-go-fast,1,"[""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
austinaway/working-memory-jev,https://github.com/austinaway/working-memory-jev,6,"[""Gerry9000/awesome-jev"", ""Li-Evan/awesome-jev"", ""MrJev/awesome-jev"", ""RadRebelSam/awesome-jev"", ""logicrw/awesome-jev-projects"", ""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
austindkb/grass-optimizer,https://github.com/austindkb/grass-optimizer,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
automateyournetwork/netclaw,https://github.com/automateyournetwork/netclaw,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
automaticdai/jev-linux-cleaner,https://github.com/automaticdai/jev-linux-cleaner,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
automaticdai/jev-semantic-cost-map,https://github.com/automaticdai/jev-semantic-cost-map,1,"[""daftAI2026/awesome-jev""]",unverified_outgoing_link_candidate
autonomous-ai/openharness,https://github.com/autonomous-ai/openharness,2,"[""daftAI2026/awesome-jev"", ""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
autopasha/jevcode,https://github.com/autopasha/jevcode,2,"[""mabodx/awesome-jev"", ""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
av/naiou,https://github.com/av/naiou,2,"[""jtnkminimal/awesome-jev"", ""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
avgon/jev-seo-geo,https://github.com/avgon/jev-seo-geo,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
avirooppaul/jev-playground,https://github.com/avirooppaul/jev-playground,2,"[""daftAI2026/awesome-jev"", ""rhc98/awesome-jev""]",unverified_outgoing_link_candidate
aviz85/jev-lab,https://github.com/aviz85/jev-lab,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
avshalomd/longjev,https://github.com/avshalomd/longjev,3,"[""mabodx/awesome-jev"", ""stainlu/awesome-jev"", ""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
awesome-selfhosted/awesome-selfhosted,https://github.com/awesome-selfhosted/awesome-selfhosted,1,"[""MumuTW/awesome-jev""]",unverified_outgoing_link_candidate
awlevin/typesafe-computer-use,https://github.com/awlevin/typesafe-computer-use,38,"[""AiPersonacademy/Awesome-jev-use"", ""Amal-David/awesome-jev"", ""AnotiaWang/awesome-jev"", ""AppitStudio/awesome-jev"", ""BeatAPI/awesome-jev"", ""Gerry9000/awesome-jev"", ""JohnDotOwl/awesome-jev"", ""KuzanJ/awesome-jev"", ""Li-Evan/awesome-jev"", ""MrJev/awesome-jev"", ""MumuTW/awesome-jev"", ""OmniJev/awesome-jev-gallery"", ""Omrigotlieb/awesome-jev"", ""SeeAPI/awesome-jev-use-cases"", ""Vishnurr2k01/awesome-jev"", ""aliaihub/awesome-jev-usecases"", ""anandi1989/awesome-jev-usecases"", ""ckaraca/awesome-jev"", ""cobanov/awesome-jev"", ""daftAI2026/awesome-jev"", ""evan87863/awesome-jev-examples"", ""fatwang2/awesome-jev"", ""hellogumbo/awesome-jev"", ""heyjunpenn/awesome-jev"", ""jqueryscript/awesome-jev"", ""kraayenjon/awesome-jev"", ""logicrw/awesome-jev-projects"", ""mabodx/awesome-jev"", ""majiayu000/awesome-jev"", ""onmyway133/awesome-jev"", ""oxwen11/awesome-jev"", ""rhc98/awesome-jev"", ""sontakey/awesome-jev"", ""tanxarx/awesome-jev"", ""thevibeworks/awesome-typesafe-jev"", ""valentynkit/awesome-jev-typesafe"", ""walidboulanouar/awesome-jev-use-cases"", ""yzfly/awesome-jev-zh""]",unverified_outgoing_link_candidate
awoacrim/pi-smart-subagents,https://github.com/awoacrim/pi-smart-subagents,1,"[""RadRebelSam/awesome-jev""]",unverified_outgoing_link_candidate
awun8191/jev-resume-analyzer,https://github.com/awun8191/jev-resume-analyzer,7,"[""Omrigotlieb/awesome-jev"", ""SeeAPI/awesome-jev-use-cases"", ""daftAI2026/awesome-jev"", ""hellogumbo/awesome-jev"", ""heyjunpenn/awesome-jev"", ""mabodx/awesome-jev"", ""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
ax-llm/ax,https://github.com/ax-llm/ax,7,"[""BeatAPI/awesome-jev"", ""ckaraca/awesome-jev"", ""cobanov/awesome-jev"", ""logicrw/awesome-jev-projects"", ""mabodx/awesome-jev"", ""onmyway133/awesome-jev"", ""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
axiomarchitecture/axiom-agent-runtime,https://github.com/axiomarchitecture/axiom-agent-runtime,1,"[""JohnDotOwl/awesome-jev""]",unverified_outgoing_link_candidate
ayali/node-red-contrib-jev,https://github.com/ayali/node-red-contrib-jev,1,"[""daftAI2026/awesome-jev""]",unverified_outgoing_link_candidate
aydinadnan/ai-email-agent,https://github.com/aydinadnan/ai-email-agent,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
ayush0054/menso,https://github.com/ayush0054/menso,1,"[""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
ayush0054/metis,https://github.com/ayush0054/metis,6,"[""AppitStudio/awesome-jev"", ""JohnDotOwl/awesome-jev"", ""heyjunpenn/awesome-jev"", ""jtnkminimal/awesome-jev"", ""mabodx/awesome-jev"", ""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
ayushgml/greenwash-oss,https://github.com/ayushgml/greenwash-oss,1,"[""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
ayushkushwaha609/jev-resume-screener,https://github.com/ayushkushwaha609/jev-resume-screener,1,"[""mabodx/awesome-jev""]",unverified_outgoing_link_candidate
ayushmaniar/jev-voice-computer-use-windows,https://github.com/ayushmaniar/jev-voice-computer-use-windows,1,"[""wh000wh000/awesome-jev-live""]",unverified_outgoing_link_candidate
az9713/jev-email-triage,https://github.com/az9713/jev-email-triage,2,"[""mabodx/awesome-jev"", ""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
az9713/jev-model-router,https://github.com/az9713/jev-model-router,4,"[""Omrigotlieb/awesome-jev"", ""hellogumbo/awesome-jev"", ""mabodx/awesome-jev"", ""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
az9713/jev-projects,https://github.com/az9713/jev-projects,2,"[""daftAI2026/awesome-jev"", ""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
azterizm/jev-vs-sovereign-benchmark,https://github.com/azterizm/jev-vs-sovereign-benchmark,2,"[""Yifan-Lan/awesome-jev-robustness"", ""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
azumag/soviet_now,https://github.com/azumag/soviet_now,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
b0und/jev_content_filter,https://github.com/b0und/jev_content_filter,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
backant-io/jevelry,https://github.com/backant-io/jevelry,1,"[""wh000wh000/awesome-jev-live""]",unverified_outgoing_link_candidate
backmeupplz/jev_antispam_bot,https://github.com/backmeupplz/jev_antispam_bot,10,"[""AppitStudio/awesome-jev"", ""KennethAshley/awesome-jev"", ""Omrigotlieb/awesome-jev"", ""RadRebelSam/awesome-jev"", ""daftAI2026/awesome-jev"", ""ham-zax/awesome-jev"", ""hellogumbo/awesome-jev"", ""mabodx/awesome-jev"", ""stainlu/awesome-jev"", ""yibie/awesome-jev""]",unverified_outgoing_link_candidate
badroneai/eventlive-sa,https://github.com/badroneai/eventlive-sa,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
baggiiiie/pi-stuff,https://github.com/baggiiiie/pi-stuff,1,"[""jtnkminimal/awesome-jev""]",unverified_outgoing_link_candidate
bahramzada/jev-canvas,https://github.com/bahramzada/jev-canvas,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
bahramzada/jev-taxi-dispatch,https://github.com/bahramzada/jev-taxi-dispatch,5,"[""JohnDotOwl/awesome-jev"", ""daftAI2026/awesome-jev"", ""mabodx/awesome-jev"", ""stainlu/awesome-jev"", ""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
baibizhe/jev-decision-benchmarks,https://github.com/baibizhe/jev-decision-benchmarks,4,"[""Omrigotlieb/awesome-jev"", ""Yifan-Lan/awesome-jev-robustness"", ""cobanov/awesome-jev"", ""mabodx/awesome-jev""]",unverified_outgoing_link_candidate
baize7815/jev-mcp-open-source,https://github.com/baize7815/jev-mcp-open-source,1,"[""wh000wh000/awesome-jev-live""]",unverified_outgoing_link_candidate
balazsorban44/nvim-jev-plugin,https://github.com/balazsorban44/nvim-jev-plugin,1,"[""daftAI2026/awesome-jev""]",unverified_outgoing_link_candidate
bald0wang/jev-docs-zh,https://github.com/bald0wang/jev-docs-zh,5,"[""Omrigotlieb/awesome-jev"", ""daftAI2026/awesome-jev"", ""hellogumbo/awesome-jev"", ""stainlu/awesome-jev"", ""wh000wh000/awesome-jev-live""]",unverified_outgoing_link_candidate
bald0wang/jev-playground,https://github.com/bald0wang/jev-playground,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
baldaworks/callee,https://github.com/baldaworks/callee,2,"[""robokrunch/awesome-jev"", ""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
baran3575/jev-voice-android,https://github.com/baran3575/jev-voice-android,2,"[""dog-last/awesome-jev"", ""mabodx/awesome-jev""]",unverified_outgoing_link_candidate
barba-tech-co/jev-claude-skill,https://github.com/barba-tech-co/jev-claude-skill,2,"[""daftAI2026/awesome-jev"", ""mabodx/awesome-jev""]",unverified_outgoing_link_candidate
barglabs/jev-judge-calibration,https://github.com/barglabs/jev-judge-calibration,1,"[""wh000wh000/awesome-jev-live""]",unverified_outgoing_link_candidate
bariskisir/jevsharp,https://github.com/bariskisir/jevsharp,1,"[""valentynkit/awesome-jev-typesafe""]",unverified_outgoing_link_candidate
barneyjm/circuit,https://github.com/barneyjm/circuit,2,"[""stainlu/awesome-jev"", ""wh000wh000/awesome-jev-live""]",unverified_outgoing_link_candidate
barneyjm/decision-circuits,https://github.com/barneyjm/decision-circuits,4,"[""RadRebelSam/awesome-jev"", ""daftAI2026/awesome-jev"", ""stainlu/awesome-jev"", ""wh000wh000/awesome-jev-live""]",unverified_outgoing_link_candidate
baronunread/leanest,https://github.com/baronunread/leanest,6,"[""RadRebelSam/awesome-jev"", ""fatwang2/awesome-jev"", ""logicrw/awesome-jev-projects"", ""mabodx/awesome-jev"", ""stainlu/awesome-jev"", ""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
barry2llen/agent-jev-approval,https://github.com/barry2llen/agent-jev-approval,1,"[""mabodx/awesome-jev""]",unverified_outgoing_link_candidate
bartek-filipiuk/linux-agent-workbench,https://github.com/bartek-filipiuk/linux-agent-workbench,1,"[""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
bartlomein/oko,https://github.com/bartlomein/oko,5,"[""AbdelStark/awesome-typesafe-jev"", ""Anil-matcha/awesome-jev-by-typesafe"", ""cobanov/awesome-jev"", ""ham-zax/awesome-jev"", ""yibie/awesome-jev""]",unverified_outgoing_link_candidate
basmilius/homey-jev,https://github.com/basmilius/homey-jev,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
bastani-inc/atomic,https://github.com/bastani-inc/atomic,10,"[""BeatAPI/awesome-jev"", ""Omrigotlieb/awesome-jev"", ""ham-zax/awesome-jev"", ""kydlikebtc/awesome-jev"", ""logicrw/awesome-jev-projects"", ""mabodx/awesome-jev"", ""onmyway133/awesome-jev"", ""stainlu/awesome-jev"", ""v-modal/awesome-jev-tools"", ""yibie/awesome-jev""]",unverified_outgoing_link_candidate
battlesnakeofficial/arena,https://github.com/battlesnakeofficial/arena,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
bavovna/jev-like-srv,https://github.com/bavovna/jev-like-srv,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
bchaney/jev_speedway,https://github.com/bchaney/jev_speedway,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
bcharleson/jev-gtm-cookbook,https://github.com/bcharleson/jev-gtm-cookbook,1,"[""wh000wh000/awesome-jev-live""]",unverified_outgoing_link_candidate
bdecrem/hilma,https://github.com/bdecrem/hilma,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
beamnxw/minelog,https://github.com/beamnxw/minelog,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
beapps-tech/triaz-pozadavku,https://github.com/beapps-tech/triaz-pozadavku,1,"[""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
bebe0307mz/jevs-kitchen-chaos,https://github.com/bebe0307mz/jevs-kitchen-chaos,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
bechi29/jev-dify-tool-plugin,https://github.com/bechi29/jev-dify-tool-plugin,1,"[""mabodx/awesome-jev""]",unverified_outgoing_link_candidate
beejsbj/voice-gate,https://github.com/beejsbj/voice-gate,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
beingcognitive/jev-go,https://github.com/beingcognitive/jev-go,3,"[""daftAI2026/awesome-jev"", ""stainlu/awesome-jev"", ""wh000wh000/awesome-jev-live""]",unverified_outgoing_link_candidate
beingcognitive/jev-songwriter,https://github.com/beingcognitive/jev-songwriter,1,"[""AppitStudio/awesome-jev""]",unverified_outgoing_link_candidate
belazy167/typesafe-mod,https://github.com/belazy167/typesafe-mod,9,"[""JohnDotOwl/awesome-jev"", ""Omrigotlieb/awesome-jev"", ""RadRebelSam/awesome-jev"", ""daftAI2026/awesome-jev"", ""hellogumbo/awesome-jev"", ""heyjunpenn/awesome-jev"", ""mabodx/awesome-jev"", ""oxwen11/awesome-jev"", ""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
benjamincanac/tia,https://github.com/benjamincanac/tia,3,"[""Omrigotlieb/awesome-jev"", ""RadRebelSam/awesome-jev"", ""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
benjaming/ai-skills,https://github.com/benjaming/ai-skills,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
benjaminpolge/jev-architect,https://github.com/benjaminpolge/jev-architect,1,"[""daftAI2026/awesome-jev""]",unverified_outgoing_link_candidate
bennykok/omg.dev,https://github.com/bennykok/omg.dev,4,"[""BeatAPI/awesome-jev"", ""logicrw/awesome-jev-projects"", ""onmyway133/awesome-jev"", ""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
bennyp11/jev-smart-copypaste,https://github.com/bennyp11/jev-smart-copypaste,1,"[""daftAI2026/awesome-jev""]",unverified_outgoing_link_candidate
benomahony/nouls,https://github.com/benomahony/nouls,1,"[""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
bensheridan/semantic-lint,https://github.com/bensheridan/semantic-lint,1,"[""daftAI2026/awesome-jev""]",unverified_outgoing_link_candidate
benson/inflection,https://github.com/benson/inflection,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
bensyverson/goodall,https://github.com/bensyverson/goodall,1,"[""logicrw/awesome-jev-projects""]",unverified_outgoing_link_candidate
