repository_normalized,url,source_count,source_catalogues,status
007m7/jev-chat,https://github.com/007m7/jev-chat,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
019ec6e2/pi-jev-compact,https://github.com/019ec6e2/pi-jev-compact,3,"[""RadRebelSam/awesome-jev"", ""mabodx/awesome-jev"", ""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
0451-software/ts-semantic-lint,https://github.com/0451-software/ts-semantic-lint,1,"[""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
0m4r0/jev-discord-bot,https://github.com/0m4r0/jev-discord-bot,2,"[""daftAI2026/awesome-jev"", ""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
0mis/astra-jev-new-vegas,https://github.com/0mis/astra-jev-new-vegas,1,"[""wh000wh000/awesome-jev-live""]",unverified_outgoing_link_candidate
0no-co/gql.tada,https://github.com/0no-co/gql.tada,1,"[""jellydn/awesome-typesafe""]",unverified_outgoing_link_candidate
0x1f/pi-jev-multi-provider,https://github.com/0x1f/pi-jev-multi-provider,2,"[""daftAI2026/awesome-jev"", ""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
0x7067/claude-jev,https://github.com/0x7067/claude-jev,7,"[""Omrigotlieb/awesome-jev"", ""daftAI2026/awesome-jev"", ""hellogumbo/awesome-jev"", ""kydlikebtc/awesome-jev"", ""logicrw/awesome-jev-projects"", ""stainlu/awesome-jev"", ""wh000wh000/awesome-jev-live""]",unverified_outgoing_link_candidate
0x7067/jev-browse,https://github.com/0x7067/jev-browse,6,"[""Omrigotlieb/awesome-jev"", ""RadRebelSam/awesome-jev"", ""daftAI2026/awesome-jev"", ""hellogumbo/awesome-jev"", ""mabodx/awesome-jev"", ""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
0x963d/last-exit,https://github.com/0x963d/last-exit,6,"[""Omrigotlieb/awesome-jev"", ""daftAI2026/awesome-jev"", ""hellogumbo/awesome-jev"", ""heyjunpenn/awesome-jev"", ""mabodx/awesome-jev"", ""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
0xagentlabs/jev-five,https://github.com/0xagentlabs/jev-five,1,"[""daftAI2026/awesome-jev""]",unverified_outgoing_link_candidate
0xagentlabs/jev-xiangqi,https://github.com/0xagentlabs/jev-xiangqi,2,"[""daftAI2026/awesome-jev"", ""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
0xarx/jevegis,https://github.com/0xarx/jevegis,7,"[""Omrigotlieb/awesome-jev"", ""daftAI2026/awesome-jev"", ""hellogumbo/awesome-jev"", ""heyjunpenn/awesome-jev"", ""mabodx/awesome-jev"", ""stainlu/awesome-jev"", ""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
0xbakeer/arbiter,https://github.com/0xbakeer/arbiter,1,"[""KennethAshley/awesome-jev""]",unverified_outgoing_link_candidate
0xdesign/design-gate,https://github.com/0xdesign/design-gate,1,"[""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
0xjba/bennyfit,https://github.com/0xjba/bennyfit,1,"[""daftAI2026/awesome-jev""]",unverified_outgoing_link_candidate
0xm0w/ship-checklist,https://github.com/0xm0w/ship-checklist,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
0xnairb/jevpot,https://github.com/0xnairb/jevpot,2,"[""jtnkminimal/awesome-jev"", ""mabodx/awesome-jev""]",unverified_outgoing_link_candidate
0xnairb/research_desk,https://github.com/0xnairb/research_desk,9,"[""JohnDotOwl/awesome-jev"", ""Omrigotlieb/awesome-jev"", ""RadRebelSam/awesome-jev"", ""SeeAPI/awesome-jev-use-cases"", ""hellogumbo/awesome-jev"", ""jtnkminimal/awesome-jev"", ""mabodx/awesome-jev"", ""robokrunch/awesome-jev"", ""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
0xnatoshi/jev-codex-router,https://github.com/0xnatoshi/jev-codex-router,38,"[""AbdelStark/awesome-typesafe-jev"", ""AiPersonacademy/Awesome-jev-use"", ""AnotiaWang/awesome-jev"", ""AppitStudio/awesome-jev"", ""BeatAPI/awesome-jev"", ""Gerry9000/awesome-jev"", ""JohnDotOwl/awesome-jev"", ""KennethAshley/awesome-jev"", ""KuzanJ/awesome-jev"", ""MrJev/awesome-jev"", ""Omrigotlieb/awesome-jev"", ""RadRebelSam/awesome-jev"", ""SeeAPI/awesome-jev-use-cases"", ""Vishnurr2k01/awesome-jev"", ""ckaraca/awesome-jev"", ""cobanov/awesome-jev"", ""daftAI2026/awesome-jev"", ""dog-last/awesome-jev"", ""evan87863/awesome-jev-examples"", ""fatwang2/awesome-jev"", ""hellogumbo/awesome-jev"", ""heyjunpenn/awesome-jev"", ""jqueryscript/awesome-jev"", ""jtnkminimal/awesome-jev"", ""kraayenjon/awesome-jev"", ""kydlikebtc/awesome-jev"", ""logicrw/awesome-jev-projects"", ""mabodx/awesome-jev"", ""onmyway133/awesome-jev"", ""oxwen11/awesome-jev"", ""sontakey/awesome-jev"", ""stainlu/awesome-jev"", ""supermanc417-alt/awesome-jev-hub"", ""tanxarx/awesome-jev"", ""thevibeworks/awesome-typesafe-jev"", ""valentynkit/awesome-jev-typesafe"", ""wh000wh000/awesome-jev-live"", ""yzfly/awesome-jev-zh""]",unverified_outgoing_link_candidate
0xplaygrounds/rig,https://github.com/0xplaygrounds/rig,7,"[""BeatAPI/awesome-jev"", ""ckaraca/awesome-jev"", ""cobanov/awesome-jev"", ""logicrw/awesome-jev-projects"", ""mabodx/awesome-jev"", ""onmyway133/awesome-jev"", ""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
0xsarnavo/potpie-doc-parser,https://github.com/0xsarnavo/potpie-doc-parser,1,"[""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
0xshin0221/openpoke-meets-jev,https://github.com/0xshin0221/openpoke-meets-jev,4,"[""Yifan-Lan/awesome-jev-robustness"", ""hellogumbo/awesome-jev"", ""mabodx/awesome-jev"", ""valentynkit/awesome-jev-typesafe""]",unverified_outgoing_link_candidate
0xstoneystark/roomtone,https://github.com/0xstoneystark/roomtone,1,"[""daftAI2026/awesome-jev""]",unverified_outgoing_link_candidate
0xtrou/rubikjev,https://github.com/0xtrou/rubikjev,8,"[""Omrigotlieb/awesome-jev"", ""daftAI2026/awesome-jev"", ""hellogumbo/awesome-jev"", ""heyjunpenn/awesome-jev"", ""jtnkminimal/awesome-jev"", ""mabodx/awesome-jev"", ""stainlu/awesome-jev"", ""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
0xtrou/yggdrasight,https://github.com/0xtrou/yggdrasight,2,"[""stainlu/awesome-jev"", ""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
1104480426-hash/jev-wingman,https://github.com/1104480426-hash/jev-wingman,3,"[""Omrigotlieb/awesome-jev"", ""RadRebelSam/awesome-jev"", ""hellogumbo/awesome-jev""]",unverified_outgoing_link_candidate
1105623876/qwenpaw-jev-memory-gate,https://github.com/1105623876/qwenpaw-jev-memory-gate,1,"[""RadRebelSam/awesome-jev""]",unverified_outgoing_link_candidate
121212165/jev-ecosystem-analysis,https://github.com/121212165/jev-ecosystem-analysis,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
123satyajeet123/jev-wide,https://github.com/123satyajeet123/jev-wide,1,"[""Yifan-Lan/awesome-jev-robustness""]",unverified_outgoing_link_candidate
14-tr/jev-empirical,https://github.com/14-tr/jev-empirical,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
1475505/jev-api-adapter,https://github.com/1475505/jev-api-adapter,1,"[""daftAI2026/awesome-jev""]",unverified_outgoing_link_candidate
1816586742-stack/jev-craft,https://github.com/1816586742-stack/jev-craft,1,"[""daftAI2026/awesome-jev""]",unverified_outgoing_link_candidate
1aifanatic/jev-uipath-coded-agent,https://github.com/1aifanatic/jev-uipath-coded-agent,3,"[""daftAI2026/awesome-jev"", ""stainlu/awesome-jev"", ""wh000wh000/awesome-jev-live""]",unverified_outgoing_link_candidate
1cyberlangke1/minicpm-jev-like,https://github.com/1cyberlangke1/minicpm-jev-like,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
1jehuang/jcode,https://github.com/1jehuang/jcode,2,"[""kydlikebtc/awesome-jev"", ""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
1jehuang/jev-pr-labeler,https://github.com/1jehuang/jev-pr-labeler,5,"[""Omrigotlieb/awesome-jev"", ""RadRebelSam/awesome-jev"", ""hellogumbo/awesome-jev"", ""mabodx/awesome-jev"", ""punk2898/awesome-jev-verified""]",unverified_outgoing_link_candidate
1npo/jev-gmail-labeler,https://github.com/1npo/jev-gmail-labeler,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
1ove9/yaf-goai-semifinal,https://github.com/1ove9/yaf-goai-semifinal,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
202wh/loving-artist-practice,https://github.com/202wh/loving-artist-practice,1,"[""RadRebelSam/awesome-jev""]",unverified_outgoing_link_candidate
207studio/jev-codex-tools,https://github.com/207studio/jev-codex-tools,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
2389-research/jev-plays-pokemon,https://github.com/2389-research/jev-plays-pokemon,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
2389-research/judgement,https://github.com/2389-research/judgement,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
2389-research/typesafe-go,https://github.com/2389-research/typesafe-go,3,"[""logicrw/awesome-jev-projects"", ""mabodx/awesome-jev"", ""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
2456868764/jevguide,https://github.com/2456868764/jevguide,3,"[""Omrigotlieb/awesome-jev"", ""hellogumbo/awesome-jev"", ""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
24601/augustus,https://github.com/24601/augustus,22,"[""AbdelStark/awesome-typesafe-jev"", ""AiPersonacademy/Awesome-jev-use"", ""Anil-matcha/awesome-jev-by-typesafe"", ""AnotiaWang/awesome-jev"", ""JohnDotOwl/awesome-jev"", ""KennethAshley/awesome-jev"", ""Omrigotlieb/awesome-jev"", ""RadRebelSam/awesome-jev"", ""Vishnurr2k01/awesome-jev"", ""cobanov/awesome-jev"", ""daftAI2026/awesome-jev"", ""ham-zax/awesome-jev"", ""hellogumbo/awesome-jev"", ""heyjunpenn/awesome-jev"", ""kraayenjon/awesome-jev"", ""mabodx/awesome-jev"", ""stainlu/awesome-jev"", ""thevibeworks/awesome-typesafe-jev"", ""v-modal/awesome-jev-tools"", ""valentynkit/awesome-jev-typesafe"", ""wh000wh000/awesome-jev-live"", ""yibie/awesome-jev""]",unverified_outgoing_link_candidate
24601/rh-guard,https://github.com/24601/rh-guard,5,"[""Omrigotlieb/awesome-jev"", ""hellogumbo/awesome-jev"", ""stainlu/awesome-jev"", ""thevibeworks/awesome-typesafe-jev"", ""wh000wh000/awesome-jev-live""]",unverified_outgoing_link_candidate
2686521696/panwatch-jev,https://github.com/2686521696/panwatch-jev,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
2951461586/jev-register-tool,https://github.com/2951461586/jev-register-tool,4,"[""Omrigotlieb/awesome-jev"", ""hellogumbo/awesome-jev"", ""stainlu/awesome-jev"", ""wh000wh000/awesome-jev-live""]",unverified_outgoing_link_candidate
2commits/typesafe-systemone,https://github.com/2commits/typesafe-systemone,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
2nd1st/jevsus,https://github.com/2nd1st/jevsus,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
30signals/typesafe-bench,https://github.com/30signals/typesafe-bench,1,"[""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
33audits/jev-auto,https://github.com/33audits/jev-auto,3,"[""RadRebelSam/awesome-jev"", ""mabodx/awesome-jev"", ""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
3clyp50/a0-typesafe-ai,https://github.com/3clyp50/a0-typesafe-ai,11,"[""AppitStudio/awesome-jev"", ""JohnDotOwl/awesome-jev"", ""KennethAshley/awesome-jev"", ""Omrigotlieb/awesome-jev"", ""RadRebelSam/awesome-jev"", ""daftAI2026/awesome-jev"", ""hellogumbo/awesome-jev"", ""heyjunpenn/awesome-jev"", ""mabodx/awesome-jev"", ""thevibeworks/awesome-typesafe-jev"", ""valentynkit/awesome-jev-typesafe""]",unverified_outgoing_link_candidate
3f3feng/audit-triage-agents,https://github.com/3f3feng/audit-triage-agents,1,"[""RadRebelSam/awesome-jev""]",unverified_outgoing_link_candidate
404priyanshu/wikirace,https://github.com/404priyanshu/wikirace,1,"[""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
404priyanshu/zsh-jev-suggest,https://github.com/404priyanshu/zsh-jev-suggest,1,"[""mabodx/awesome-jev""]",unverified_outgoing_link_candidate
455-diao/jev-codex-router-skill,https://github.com/455-diao/jev-codex-router-skill,3,"[""RadRebelSam/awesome-jev"", ""hellogumbo/awesome-jev"", ""logicrw/awesome-jev-projects""]",unverified_outgoing_link_candidate
455-diao/windows-save-token-jev-setup,https://github.com/455-diao/windows-save-token-jev-setup,6,"[""Omrigotlieb/awesome-jev"", ""RadRebelSam/awesome-jev"", ""daftAI2026/awesome-jev"", ""hellogumbo/awesome-jev"", ""mabodx/awesome-jev"", ""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
47ng/nuqs,https://github.com/47ng/nuqs,1,"[""jellydn/awesome-typesafe""]",unverified_outgoing_link_candidate
48nauts-operator/skill-dash,https://github.com/48nauts-operator/skill-dash,1,"[""AppitStudio/awesome-jev""]",unverified_outgoing_link_candidate
4anti/jev-broadcast-lab,https://github.com/4anti/jev-broadcast-lab,6,"[""JohnDotOwl/awesome-jev"", ""logicrw/awesome-jev-projects"", ""mabodx/awesome-jev"", ""rhc98/awesome-jev"", ""stainlu/awesome-jev"", ""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
4esv/jev-eval,https://github.com/4esv/jev-eval,10,"[""Omrigotlieb/awesome-jev"", ""cobanov/awesome-jev"", ""daftAI2026/awesome-jev"", ""jqueryscript/awesome-jev"", ""kydlikebtc/awesome-jev"", ""logicrw/awesome-jev-projects"", ""mabodx/awesome-jev"", ""stainlu/awesome-jev"", ""thevibeworks/awesome-typesafe-jev"", ""valentynkit/awesome-jev-typesafe""]",unverified_outgoing_link_candidate
4esv/jev-joust,https://github.com/4esv/jev-joust,3,"[""daftAI2026/awesome-jev"", ""mabodx/awesome-jev"", ""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
4esv/jev-mario,https://github.com/4esv/jev-mario,1,"[""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
4rays/profanity-checker,https://github.com/4rays/profanity-checker,4,"[""Anil-matcha/awesome-jev-by-typesafe"", ""ham-zax/awesome-jev"", ""logicrw/awesome-jev-projects"", ""yibie/awesome-jev""]",unverified_outgoing_link_candidate
54k41/darkforest-swordholder,https://github.com/54k41/darkforest-swordholder,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
674019130/674019130.github.io,https://github.com/674019130/674019130.github.io,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
7starsseeker/dsh-jev-guard,https://github.com/7starsseeker/dsh-jev-guard,4,"[""RadRebelSam/awesome-jev"", ""mabodx/awesome-jev"", ""stainlu/awesome-jev"", ""wh000wh000/awesome-jev-live""]",unverified_outgoing_link_candidate
99hansling/bb-jev-browser,https://github.com/99hansling/bb-jev-browser,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
9pings/notjev,https://github.com/9pings/notjev,3,"[""MrJev/awesome-jev"", ""Omrigotlieb/awesome-jev"", ""wh000wh000/awesome-jev-live""]",unverified_outgoing_link_candidate
9sako6/learn-jev,https://github.com/9sako6/learn-jev,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
a-dev/quizbun,https://github.com/a-dev/quizbun,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
a-fig/jev-score,https://github.com/a-fig/jev-score,4,"[""AppitStudio/awesome-jev"", ""daftAI2026/awesome-jev"", ""heyjunpenn/awesome-jev"", ""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
a1393323447/jevapi,https://github.com/a1393323447/jevapi,1,"[""RadRebelSam/awesome-jev""]",unverified_outgoing_link_candidate
a3165458/ai-trading,https://github.com/a3165458/ai-trading,1,"[""RadRebelSam/awesome-jev""]",unverified_outgoing_link_candidate
a742987/jevlens,https://github.com/a742987/jevlens,1,"[""daftAI2026/awesome-jev""]",unverified_outgoing_link_candidate
aaazzam/jev,https://github.com/aaazzam/jev,3,"[""KennethAshley/awesome-jev"", ""RadRebelSam/awesome-jev"", ""mabodx/awesome-jev""]",unverified_outgoing_link_candidate
aabolfazl/typesafe-local,https://github.com/aabolfazl/typesafe-local,6,"[""Omrigotlieb/awesome-jev"", ""hellogumbo/awesome-jev"", ""heyjunpenn/awesome-jev"", ""jqueryscript/awesome-jev"", ""mabodx/awesome-jev"", ""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
aadhil-kh/jevx,https://github.com/aadhil-kh/jevx,2,"[""daftAI2026/awesome-jev"", ""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
aamanlamba/jev-explore,https://github.com/aamanlamba/jev-explore,3,"[""RadRebelSam/awesome-jev"", ""mabodx/awesome-jev"", ""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
aaravriyer193/opensmoke,https://github.com/aaravriyer193/opensmoke,1,"[""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
aarongunasingh/ask-twice,https://github.com/aarongunasingh/ask-twice,1,"[""daftAI2026/awesome-jev""]",unverified_outgoing_link_candidate
aaronmeis/learn-jev,https://github.com/aaronmeis/learn-jev,1,"[""daftAI2026/awesome-jev""]",unverified_outgoing_link_candidate
aaronshaf/opencode-jev-model-router,https://github.com/aaronshaf/opencode-jev-model-router,1,"[""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
aaronshaf/opencode-jev-orchestrator,https://github.com/aaronshaf/opencode-jev-orchestrator,6,"[""Omrigotlieb/awesome-jev"", ""RadRebelSam/awesome-jev"", ""cobanov/awesome-jev"", ""logicrw/awesome-jev-projects"", ""mabodx/awesome-jev"", ""oxwen11/awesome-jev""]",unverified_outgoing_link_candidate
aarora79/jev-samples,https://github.com/aarora79/jev-samples,5,"[""RadRebelSam/awesome-jev"", ""daftAI2026/awesome-jev"", ""mabodx/awesome-jev"", ""stainlu/awesome-jev"", ""wh000wh000/awesome-jev-live""]",unverified_outgoing_link_candidate
aayanrehman/trustlens,https://github.com/aayanrehman/trustlens,1,"[""daftAI2026/awesome-jev""]",unverified_outgoing_link_candidate
abdelrahmanmagdii/jevci,https://github.com/abdelrahmanmagdii/jevci,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
abdelstark/awesome-typesafe,https://github.com/abdelstark/awesome-typesafe,19,"[""Anil-matcha/awesome-jev-by-typesafe"", ""BeatAPI/awesome-jev"", ""JohnDotOwl/awesome-jev"", ""LouisUltra/jev-deep-dive"", ""MumuTW/awesome-jev"", ""Omrigotlieb/awesome-jev"", ""ckaraca/awesome-jev"", ""cobanov/awesome-jev"", ""daftAI2026/awesome-jev"", ""dog-last/awesome-jev"", ""heyjunpenn/awesome-jev"", ""jqueryscript/awesome-jev"", ""jtnkminimal/awesome-jev"", ""mabodx/awesome-jev"", ""punk2898/awesome-jev-verified"", ""sontakey/awesome-jev"", ""thevibeworks/awesome-typesafe-jev"", ""wh000wh000/awesome-jev-live"", ""yzfly/awesome-jev-zh""]",unverified_outgoing_link_candidate
abdelstark/bicameral,https://github.com/abdelstark/bicameral,16,"[""AbdelStark/awesome-typesafe-jev"", ""AiPersonacademy/Awesome-jev-use"", ""AnotiaWang/awesome-jev"", ""Omrigotlieb/awesome-jev"", ""RadRebelSam/awesome-jev"", ""Vishnurr2k01/awesome-jev"", ""anandi1989/awesome-jev-usecases"", ""daftAI2026/awesome-jev"", ""fatwang2/awesome-jev"", ""hellogumbo/awesome-jev"", ""heyjunpenn/awesome-jev"", ""kraayenjon/awesome-jev"", ""mabodx/awesome-jev"", ""thevibeworks/awesome-typesafe-jev"", ""valentynkit/awesome-jev-typesafe"", ""yzfly/awesome-jev-zh""]",unverified_outgoing_link_candidate
abdelstark/heist-one,https://github.com/abdelstark/heist-one,15,"[""AbdelStark/awesome-typesafe-jev"", ""JohnDotOwl/awesome-jev"", ""KennethAshley/awesome-jev"", ""Omrigotlieb/awesome-jev"", ""SeeAPI/awesome-jev-use-cases"", ""cobanov/awesome-jev"", ""daftAI2026/awesome-jev"", ""hellogumbo/awesome-jev"", ""heyjunpenn/awesome-jev"", ""logicrw/awesome-jev-projects"", ""mabodx/awesome-jev"", ""punk2898/awesome-jev-verified"", ""rhc98/awesome-jev"", ""thevibeworks/awesome-typesafe-jev"", ""valentynkit/awesome-jev-typesafe""]",unverified_outgoing_link_candidate
abdelstark/jev-benchmarks,https://github.com/abdelstark/jev-benchmarks,21,"[""Anil-matcha/awesome-jev-by-typesafe"", ""Gerry9000/awesome-jev"", ""KennethAshley/awesome-jev"", ""MrJev/awesome-jev"", ""OmniJev/awesome-jev-gallery"", ""Omrigotlieb/awesome-jev"", ""RadRebelSam/awesome-jev"", ""cobanov/awesome-jev"", ""daftAI2026/awesome-jev"", ""evan87863/awesome-jev-examples"", ""hellogumbo/awesome-jev"", ""heyjunpenn/awesome-jev"", ""jqueryscript/awesome-jev"", ""kydlikebtc/awesome-jev"", ""logicrw/awesome-jev-projects"", ""mabodx/awesome-jev"", ""notsointresting/awesome-jev-family"", ""punk2898/awesome-jev-verified"", ""thevibeworks/awesome-typesafe-jev"", ""valentynkit/awesome-jev-typesafe"", ""yzfly/awesome-jev-zh""]",unverified_outgoing_link_candidate
abdelstark/reachy-jev,https://github.com/abdelstark/reachy-jev,2,"[""stainlu/awesome-jev"", ""wh000wh000/awesome-jev-live""]",unverified_outgoing_link_candidate
abdelstark/s1-rs,https://github.com/abdelstark/s1-rs,16,"[""AbdelStark/awesome-typesafe-jev"", ""AiPersonacademy/Awesome-jev-use"", ""AnotiaWang/awesome-jev"", ""AppitStudio/awesome-jev"", ""JohnDotOwl/awesome-jev"", ""KuzanJ/awesome-jev"", ""Omrigotlieb/awesome-jev"", ""Vishnurr2k01/awesome-jev"", ""daftAI2026/awesome-jev"", ""hellogumbo/awesome-jev"", ""heyjunpenn/awesome-jev"", ""kraayenjon/awesome-jev"", ""mabodx/awesome-jev"", ""thevibeworks/awesome-typesafe-jev"", ""valentynkit/awesome-jev-typesafe"", ""yzfly/awesome-jev-zh""]",unverified_outgoing_link_candidate
abdelstark/typesafe-rs,https://github.com/abdelstark/typesafe-rs,17,"[""AbdelStark/awesome-typesafe-jev"", ""AiPersonacademy/Awesome-jev-use"", ""AnotiaWang/awesome-jev"", ""JohnDotOwl/awesome-jev"", ""Omrigotlieb/awesome-jev"", ""Vishnurr2k01/awesome-jev"", ""anandi1989/awesome-jev-usecases"", ""daftAI2026/awesome-jev"", ""fatwang2/awesome-jev"", ""hellogumbo/awesome-jev"", ""heyjunpenn/awesome-jev"", ""jqueryscript/awesome-jev"", ""kraayenjon/awesome-jev"", ""logicrw/awesome-jev-projects"", ""mabodx/awesome-jev"", ""thevibeworks/awesome-typesafe-jev"", ""valentynkit/awesome-jev-typesafe""]",unverified_outgoing_link_candidate
abeatrix/cline-plugin-jev-browser,https://github.com/abeatrix/cline-plugin-jev-browser,3,"[""logicrw/awesome-jev-projects"", ""mabodx/awesome-jev"", ""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
abeldzan/jev-rs,https://github.com/abeldzan/jev-rs,5,"[""JohnDotOwl/awesome-jev"", ""RadRebelSam/awesome-jev"", ""mabodx/awesome-jev"", ""thevibeworks/awesome-typesafe-jev"", ""walidboulanouar/awesome-jev-use-cases""]",unverified_outgoing_link_candidate
aben25/jev-sim,https://github.com/aben25/jev-sim,2,"[""RadRebelSam/awesome-jev"", ""mabodx/awesome-jev""]",unverified_outgoing_link_candidate
abgregs/jev-skill-router,https://github.com/abgregs/jev-skill-router,1,"[""wh000wh000/awesome-jev-live""]",unverified_outgoing_link_candidate
abhi001vj/system-one-open,https://github.com/abhi001vj/system-one-open,1,"[""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
abhibansal60/tidy,https://github.com/abhibansal60/tidy,2,"[""daftAI2026/awesome-jev"", ""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
abhishek085/open-spark-jev,https://github.com/abhishek085/open-spark-jev,10,"[""KennethAshley/awesome-jev"", ""MrJev/awesome-jev"", ""Omrigotlieb/awesome-jev"", ""RadRebelSam/awesome-jev"", ""daftAI2026/awesome-jev"", ""hellogumbo/awesome-jev"", ""heyjunpenn/awesome-jev"", ""stainlu/awesome-jev"", ""tanxarx/awesome-jev"", ""wh000wh000/awesome-jev-live""]",unverified_outgoing_link_candidate
abhishekashokvkumar/jev-mcp-dispatcher,https://github.com/abhishekashokvkumar/jev-mcp-dispatcher,6,"[""RadRebelSam/awesome-jev"", ""heyjunpenn/awesome-jev"", ""kydlikebtc/awesome-jev"", ""mabodx/awesome-jev"", ""walidboulanouar/awesome-jev-use-cases"", ""wh000wh000/awesome-jev-live""]",unverified_outgoing_link_candidate
abhishekmamdapure/jev-information-extraction,https://github.com/abhishekmamdapure/jev-information-extraction,5,"[""RadRebelSam/awesome-jev"", ""hellogumbo/awesome-jev"", ""kydlikebtc/awesome-jev"", ""logicrw/awesome-jev-projects"", ""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
abhishekmishragithub/semantic-microscope,https://github.com/abhishekmishragithub/semantic-microscope,2,"[""daftAI2026/awesome-jev"", ""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
abhisheksharma001/jev-skill,https://github.com/abhisheksharma001/jev-skill,2,"[""daftAI2026/awesome-jev"", ""wh000wh000/awesome-jev-live""]",unverified_outgoing_link_candidate
abhishekswe/agent-fastpath,https://github.com/abhishekswe/agent-fastpath,6,"[""AppitStudio/awesome-jev"", ""Omrigotlieb/awesome-jev"", ""RadRebelSam/awesome-jev"", ""hellogumbo/awesome-jev"", ""stainlu/awesome-jev"", ""wh000wh000/awesome-jev-live""]",unverified_outgoing_link_candidate
abhixhek/feedwall,https://github.com/abhixhek/feedwall,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
